Feature 1,Feature 2,Feature 3,count,mean,std,min,25%,50%,75%,max
Malware Indicators,Firewall Logs,OS Version Patch,44.0000,0.0606,0.0437,0.0061,0.0259,0.0541,0.0816,0.1933
Malware Indicators,Firewall Logs,Device Model,32.0000,0.0743,0.0843,0.0027,0.0239,0.0439,0.0815,0.3571
Malware Indicators,Firewall Logs,Device Type,32.0000,0.0743,0.0843,0.0027,0.0239,0.0439,0.0815,0.3571
Malware Indicators,Firewall Logs,Scale Packet Length,5740.0000,0.3863,0.2204,0.0000,0.2222,0.3333,0.5000,1.0000
Malware Indicators,IDS/IPS Alerts,Browser Name,36.0000,0.0380,0.0229,0.0068,0.0237,0.0313,0.0495,0.1105
Malware Indicators,IDS/IPS Alerts,Browser Version,264.0000,0.1541,0.1455,0.0000,0.0664,0.1176,0.1924,1.0000
Malware Indicators,IDS/IPS Alerts,Browser Minor,404.0000,0.2054,0.1156,0.0000,0.1171,0.2000,0.2727,0.6923
Malware Indicators,IDS/IPS Alerts,Browser Patch,484.0000,0.2236,0.1256,0.0000,0.1250,0.2076,0.3077,0.6923
Malware Indicators,IDS/IPS Alerts,OS Version,88.0000,0.0687,0.0575,0.0042,0.0277,0.0573,0.0878,0.3636
Malware Indicators,IDS/IPS Alerts,OS Version Minor,56.0000,0.0591,0.0345,0.0043,0.0342,0.0552,0.0721,0.1900
Malware Indicators,IDS/IPS Alerts,OS Version Patch,44.0000,0.0627,0.0390,0.0063,0.0333,0.0552,0.0820,0.1586
Malware Indicators,IDS/IPS Alerts,Device Model,32.0000,0.0649,0.0779,0.0049,0.0208,0.0313,0.0781,0.3158
Malware Indicators,IDS/IPS Alerts,Device Type,32.0000,0.0649,0.0779,0.0049,0.0208,0.0313,0.0781,0.3158
Malware Indicators,IDS/IPS Alerts,Scale Packet Length,5739.0000,0.3876,0.2214,0.0000,0.2222,0.3333,0.5000,1.0000
Malware Indicators,Log Source,Browser Name,36.0000,0.0402,0.0239,0.0035,0.0235,0.0361,0.0544,0.0987
Malware Indicators,Log Source,Browser Version,263.0000,0.1557,0.1373,0.0113,0.0752,0.1311,0.2000,1.0000
Malware Indicators,Log Source,Browser Minor,404.0000,0.2022,0.1229,0.0000,0.1111,0.1863,0.2727,0.7059
Malware Indicators,Log Source,Browser Patch,484.0000,0.2205,0.1206,0.0000,0.1301,0.2071,0.2956,0.6111
Malware Indicators,Log Source,OS Version,88.0000,0.0716,0.0725,0.0049,0.0309,0.0553,0.0797,0.5000
Malware Indicators,Log Source,OS Version Minor,56.0000,0.0602,0.0397,0.0021,0.0310,0.0502,0.0805,0.2010
Malware Indicators,Log Source,Scale Packet Length,5741.0000,0.3893,0.2204,0.0000,0.2222,0.3333,0.5000,1.0000
Malware Indicators,Browser Name,Browser Version,406.0000,0.2016,0.1415,0.0000,0.0909,0.1711,0.2804,0.8333
Malware Indicators,Browser Name,Browser Minor,222.0000,0.1412,0.0866,0.0000,0.0734,0.1263,0.2000,0.4194
Malware Indicators,Browser Name,Browser Patch,464.0000,0.2529,0.1830,0.0000,0.1250,0.2222,0.3333,1.0000
Malware Indicators,Browser Name,Browser Patch Minor,18.0000,0.0315,0.0182,0.0048,0.0207,0.0277,0.0411,0.0813
Malware Indicators,Browser Name,OS Name,32.0000,0.0343,0.0169,0.0048,0.0227,0.0336,0.0433,0.0813
Malware Indicators,Browser Name,OS Version,194.0000,0.1001,0.0800,0.0000,0.0464,0.0870,0.1285,0.5333
Malware Indicators,Browser Name,OS Version Minor,108.0000,0.0894,0.0663,0.0048,0.0411,0.0744,0.1197,0.3846
Malware Indicators,Browser Name,OS Version Patch,122.0000,0.1010,0.0696,0.0000,0.0516,0.0854,0.1277,0.4074
Malware Indicators,Browser Name,OS Version Patch Minor,18.0000,0.0315,0.0182,0.0048,0.0207,0.0277,0.0411,0.0813
Malware Indicators,Browser Name,Device Brand,40.0000,0.0871,0.1384,0.0043,0.0247,0.0433,0.0837,0.7500
Malware Indicators,Browser Name,Device Model,48.0000,0.0872,0.1278,0.0043,0.0243,0.0436,0.0941,0.7500
Malware Indicators,Browser Name,Device Type,48.0000,0.0872,0.1278,0.0043,0.0243,0.0436,0.0941,0.7500
Malware Indicators,Browser Name,Packet Bin,54.0000,0.0514,0.0330,0.0132,0.0280,0.0400,0.0671,0.1875
Malware Indicators,Browser Name,Global Source IP,36.0000,0.1606,0.1851,0.0000,0.0270,0.0702,0.2411,0.8000
Malware Indicators,Browser Name,Global Destination IP,36.0000,0.1936,0.2247,0.0000,0.0258,0.0659,0.3393,0.7500
Malware Indicators,Browser Name,Is Proxy,36.0000,0.0390,0.0225,0.0049,0.0244,0.0354,0.0501,0.1131
Malware Indicators,Browser Version,Browser Minor,684.0000,0.2357,0.1755,0.0000,0.1071,0.2000,0.3164,1.0000
Malware Indicators,Browser Version,Browser Patch Minor,234.0000,0.1724,0.1403,0.0000,0.0708,0.1333,0.2308,0.8333
Malware Indicators,Browser Version,OS Name,608.0000,0.2149,0.1295,0.0000,0.1176,0.2000,0.2923,0.9167
Malware Indicators,Browser Version,OS Version Minor,1641.0000,0.5132,0.3331,0.0000,0.2222,0.5000,0.7500,1.0000
Malware Indicators,Browser Version,OS Version Patch,1329.0000,0.4645,0.3155,0.0000,0.2000,0.4286,0.6667,1.0000
Malware Indicators,Browser Version,OS Version Patch Minor,132.0000,0.1095,0.0919,0.0000,0.0525,0.0890,0.1366,0.5000
Malware Indicators,Browser Version,Device Brand,388.0000,0.1779,0.1347,0.0000,0.0949,0.1600,0.2231,1.0000
Malware Indicators,Browser Version,Device Model,731.0000,0.2989,0.2412,0.0000,0.1357,0.2222,0.3944,1.0000
Malware Indicators,Browser Version,Device Type,731.0000,0.2989,0.2412,0.0000,0.1357,0.2222,0.3944,1.0000
Malware Indicators,Browser Version,Packet Bin,393.0000,0.1950,0.1600,0.0000,0.0909,0.1622,0.2400,1.0000
Malware Indicators,Browser Version,Global Source IP,189.0000,0.3092,0.3507,0.0000,0.0753,0.1250,0.5000,1.0000
Malware Indicators,Browser Version,Global Destination IP,193.0000,0.3275,0.3686,0.0000,0.0690,0.1250,0.5000,1.0000
Malware Indicators,Browser Version,Is Proxy,264.0000,0.1548,0.1442,0.0000,0.0714,0.1200,0.1917,1.0000
Malware Indicators,Browser Minor,Browser Patch,452.0000,0.1521,0.0856,0.0000,0.0882,0.1392,0.2059,0.4194
Malware Indicators,Browser Minor,Browser Patch Minor,204.0000,0.1464,0.0863,0.0000,0.0783,0.1357,0.2086,0.4194
Malware Indicators,Browser Minor,OS Name,408.0000,0.2090,0.1272,0.0000,0.1154,0.2000,0.2857,1.0000
Malware Indicators,Browser Minor,OS Version Minor,336.0000,0.1654,0.1224,0.0000,0.0769,0.1446,0.2258,1.0000
Malware Indicators,Browser Minor,OS Version Patch,365.0000,0.1989,0.1687,0.0000,0.0833,0.1579,0.2500,1.0000
Malware Indicators,Browser Minor,OS Version Patch Minor,202.0000,0.1478,0.0857,0.0000,0.0800,0.1364,0.2091,0.4194
Malware Indicators,Browser Minor,Packet Bin,606.0000,0.2670,0.1632,0.0000,0.1473,0.2450,0.3571,1.0000
Malware Indicators,Browser Minor,Global Source IP,242.0000,0.2682,0.3025,0.0000,0.0932,0.1595,0.2605,1.0000
Malware Indicators,Browser Minor,Global Destination IP,242.0000,0.2704,0.3085,0.0000,0.0897,0.1591,0.2605,1.0000
Malware Indicators,Browser Minor,Is Proxy,404.0000,0.2088,0.1223,0.0000,0.1154,0.2000,0.2800,0.6400
Malware Indicators,Browser Patch,Browser Patch Minor,242.0000,0.1533,0.0866,0.0063,0.0909,0.1392,0.1957,0.4167
Malware Indicators,Browser Patch,OS Name,1131.0000,0.3512,0.2075,0.0000,0.2000,0.3333,0.5000,1.0000
Malware Indicators,Browser Patch,OS Version Patch Minor,242.0000,0.1533,0.0866,0.0063,0.0909,0.1392,0.1957,0.4167
Malware Indicators,Browser Patch,Device Brand,724.0000,0.2999,0.2012,0.0000,0.1538,0.2500,0.4000,1.0000
Malware Indicators,Browser Patch,Device Model,1266.0000,0.4380,0.2901,0.0000,0.2222,0.3880,0.6364,1.0000
Malware Indicators,Browser Patch,Device Type,1266.0000,0.4380,0.2901,0.0000,0.2222,0.3880,0.6364,1.0000
Malware Indicators,Browser Patch,Packet Bin,726.0000,0.2855,0.1747,0.0000,0.1544,0.2500,0.3846,1.0000
Malware Indicators,Browser Patch,Global Source IP,291.0000,0.2771,0.3025,0.0044,0.1034,0.1562,0.2778,1.0000
Malware Indicators,Browser Patch,Global Destination IP,294.0000,0.2848,0.3131,0.0051,0.1026,0.1585,0.2721,1.0000
Malware Indicators,Browser Patch,Is Proxy,484.0000,0.2167,0.1153,0.0000,0.1333,0.2105,0.2941,0.6250
Malware Indicators,Browser Patch Minor,OS Version,88.0000,0.0834,0.0791,0.0000,0.0316,0.0651,0.1001,0.4375
Malware Indicators,Browser Patch Minor,OS Version Minor,56.0000,0.0659,0.0388,0.0026,0.0373,0.0562,0.0891,0.1736
Malware Indicators,Browser Patch Minor,OS Version Patch,44.0000,0.0633,0.0512,0.0048,0.0401,0.0559,0.0772,0.3452
Malware Indicators,Browser Patch Minor,Device Model,28.0000,0.0578,0.0592,0.0013,0.0222,0.0388,0.0759,0.2759
Malware Indicators,Browser Patch Minor,Device Type,28.0000,0.0578,0.0592,0.0013,0.0222,0.0388,0.0759,0.2759
Malware Indicators,Browser Patch Minor,Scale Packet Length,5572.0000,0.4589,0.2928,0.0000,0.2308,0.4000,0.6667,1.0000
Malware Indicators,OS Name,OS Version,66.0000,0.0706,0.0668,0.0060,0.0263,0.0503,0.0855,0.3846
Malware Indicators,OS Name,OS Version Minor,46.0000,0.0710,0.0710,0.0096,0.0320,0.0551,0.0711,0.3750
Malware Indicators,OS Name,OS Version Patch,58.0000,0.0777,0.0597,0.0075,0.0372,0.0611,0.0930,0.2667
Malware Indicators,OS Name,Device Model,24.0000,0.0784,0.1120,0.0000,0.0223,0.0315,0.0713,0.5000
Malware Indicators,OS Name,Device Type,24.0000,0.0784,0.1120,0.0000,0.0223,0.0315,0.0713,0.5000
Malware Indicators,OS Name,Global Source IP,20.0000,0.1382,0.1466,0.0096,0.0210,0.0347,0.2500,0.4500
Malware Indicators,OS Name,Global Destination IP,20.0000,0.1401,0.1704,0.0100,0.0211,0.0678,0.1918,0.6667
Malware Indicators,OS Version,OS Version Minor,102.0000,0.0923,0.0915,0.0097,0.0380,0.0656,0.1025,0.4615
Malware Indicators,OS Version,OS Version Patch,118.0000,0.1049,0.0916,0.0096,0.0409,0.0686,0.1485,0.4783
Malware Indicators,OS Version,OS Version Patch Minor,44.0000,0.0526,0.0453,0.0069,0.0227,0.0424,0.0679,0.2800
Malware Indicators,OS Version,Device Brand,83.0000,0.2130,0.3078,0.0060,0.0341,0.0663,0.2125,1.0000
Malware Indicators,OS Version,Device Model,107.0000,0.1893,0.2755,0.0043,0.0375,0.0769,0.1519,1.0000
Malware Indicators,OS Version,Device Type,107.0000,0.1893,0.2755,0.0043,0.0375,0.0769,0.1519,1.0000
Malware Indicators,OS Version,Packet Bin,132.0000,0.0897,0.0828,0.0052,0.0350,0.0716,0.1155,0.5714
Malware Indicators,OS Version,Global Source IP,81.0000,0.2705,0.3022,0.0069,0.0374,0.0833,0.5000,1.0000
Malware Indicators,OS Version,Global Destination IP,80.0000,0.2801,0.3162,0.0050,0.0397,0.0881,0.5000,1.0000
Malware Indicators,OS Version,Is Proxy,88.0000,0.0742,0.0766,0.0015,0.0318,0.0557,0.0979,0.5000
Malware Indicators,OS Version Minor,OS Version Patch,232.0000,0.1520,0.0946,0.0000,0.0811,0.1379,0.2127,0.4839
Malware Indicators,OS Version Minor,OS Version Patch Minor,28.0000,0.0429,0.0208,0.0045,0.0262,0.0409,0.0561,0.0827
Malware Indicators,OS Version Minor,Device Brand,55.0000,0.1934,0.3200,0.0000,0.0325,0.0590,0.1136,1.0000
Malware Indicators,OS Version Minor,Device Model,75.0000,0.1679,0.2792,0.0000,0.0381,0.0667,0.1201,1.0000
Malware Indicators,OS Version Minor,Device Type,75.0000,0.1679,0.2792,0.0000,0.0381,0.0667,0.1201,1.0000
Malware Indicators,OS Version Minor,Packet Bin,84.0000,0.0765,0.0481,0.0030,0.0421,0.0650,0.1050,0.2264
Malware Indicators,OS Version Minor,Global Source IP,52.0000,0.2719,0.3430,0.0000,0.0387,0.0747,0.5000,1.0000
Malware Indicators,OS Version Minor,Global Destination IP,53.0000,0.3098,0.3832,0.0000,0.0349,0.0699,0.5000,1.0000
Malware Indicators,OS Version Minor,Is Proxy,56.0000,0.0571,0.0395,0.0017,0.0283,0.0484,0.0826,0.1627
Malware Indicators,OS Version Patch,OS Version Patch Minor,22.0000,0.0424,0.0299,0.0027,0.0224,0.0419,0.0536,0.1484
Malware Indicators,OS Version Patch,Device Brand,57.0000,0.2690,0.3627,0.0035,0.0421,0.0807,0.2667,1.0000
Malware Indicators,OS Version Patch,Device Model,103.0000,0.2056,0.2848,0.0032,0.0568,0.0833,0.2042,1.0000
Malware Indicators,OS Version Patch,Device Type,103.0000,0.2056,0.2848,0.0032,0.0568,0.0833,0.2042,1.0000
Malware Indicators,OS Version Patch,Packet Bin,66.0000,0.0748,0.0569,0.0064,0.0309,0.0609,0.1096,0.2817
Malware Indicators,OS Version Patch,Global Source IP,43.0000,0.3078,0.3804,0.0000,0.0364,0.0563,0.5000,1.0000
Malware Indicators,OS Version Patch,Global Destination IP,42.0000,0.2619,0.3120,0.0000,0.0382,0.0700,0.5000,1.0000
Malware Indicators,OS Version Patch,Is Proxy,44.0000,0.0637,0.0418,0.0124,0.0325,0.0562,0.0839,0.1911
Malware Indicators,OS Version Patch Minor,Device Model,16.0000,0.0536,0.0688,0.0042,0.0221,0.0315,0.0434,0.2759
Malware Indicators,OS Version Patch Minor,Device Type,16.0000,0.0536,0.0688,0.0042,0.0221,0.0315,0.0434,0.2759
Malware Indicators,OS Version Patch Minor,Scale Packet Length,2874.0000,0.2638,0.1448,0.0000,0.1579,0.2500,0.3529,1.0000
Malware Indicators,Device Brand,Device Model,16.0000,0.0536,0.0688,0.0042,0.0221,0.0315,0.0434,0.2759
Malware Indicators,Device Brand,Device Type,16.0000,0.0536,0.0688,0.0042,0.0221,0.0315,0.0434,0.2759
Malware Indicators,Device Brand,Scale Packet Length,8072.0000,0.5350,0.3049,0.0000,0.2857,0.5000,0.7500,1.0000
Malware Indicators,Device Model,Device Type,16.0000,0.0536,0.0688,0.0042,0.0221,0.0315,0.0434,0.2759
Malware Indicators,Device Model,Packet Bin,48.0000,0.0932,0.1222,0.0046,0.0221,0.0422,0.1049,0.5000
Malware Indicators,Device Model,Global Source IP,30.0000,0.1884,0.2491,0.0000,0.0277,0.0754,0.2500,1.0000
Malware Indicators,Device Model,Global Destination IP,30.0000,0.1801,0.2293,0.0044,0.0300,0.1030,0.2167,1.0000
Malware Indicators,Device Type,Packet Bin,48.0000,0.0932,0.1222,0.0046,0.0221,0.0422,0.1049,0.5000
Malware Indicators,Device Type,Global Source IP,30.0000,0.1884,0.2491,0.0000,0.0277,0.0754,0.2500,1.0000
Malware Indicators,Device Type,Global Destination IP,30.0000,0.1801,0.2293,0.0044,0.0300,0.1030,0.2167,1.0000
Malware Indicators,Packet Bin,Scale Packet Length,2874.0000,0.2638,0.1448,0.0000,0.1579,0.2500,0.3529,1.0000
Malware Indicators,Scale Packet Length,Global Source IP,3046.0000,0.3053,0.2193,0.0000,0.1667,0.2500,0.3750,1.0000
Malware Indicators,Scale Packet Length,Global Destination IP,3043.0000,0.3051,0.2187,0.0000,0.1667,0.2500,0.3750,1.0000
Malware Indicators,Scale Packet Length,Is Proxy,5743.0000,0.3876,0.2221,0.0000,0.2222,0.3333,0.5000,1.0000
Anomaly Scores,OS Version Patch Minor,Global Source IP,10005.0000,0.5419,0.2911,0.0000,0.3333,0.5000,0.7500,1.0000
Anomaly Scores,OS Version Patch Minor,Global Destination IP,9994.0000,0.5416,0.2911,0.0000,0.3333,0.5000,0.7500,1.0000
Anomaly Scores,Global Source IP,Global Destination IP,10173.0000,0.5507,0.2947,0.0000,0.3333,0.5000,0.7500,1.0000
Alerts/Warnings,Attack Signature,Browser Version,263.0000,0.1527,0.1300,0.0000,0.0683,0.1282,0.1951,1.0000
Alerts/Warnings,Attack Signature,Browser Minor,404.0000,0.1992,0.1171,0.0000,0.1071,0.1818,0.2709,0.6667
Alerts/Warnings,Attack Signature,Browser Patch,484.0000,0.2212,0.1265,0.0000,0.1250,0.2042,0.3000,0.6667
Alerts/Warnings,Attack Signature,OS Version,88.0000,0.0682,0.0530,0.0093,0.0325,0.0589,0.0839,0.3333
Alerts/Warnings,Attack Signature,OS Version Minor,56.0000,0.0615,0.0402,0.0070,0.0328,0.0524,0.0934,0.1750
Alerts/Warnings,Attack Signature,OS Version Patch,44.0000,0.0628,0.0344,0.0092,0.0358,0.0622,0.0875,0.1635
Alerts/Warnings,Attack Signature,Device Model,32.0000,0.0716,0.0866,0.0082,0.0208,0.0380,0.0711,0.3889
Alerts/Warnings,Attack Signature,Device Type,32.0000,0.0716,0.0866,0.0082,0.0208,0.0380,0.0711,0.3889
Alerts/Warnings,Attack Signature,Scale Packet Length,5746.0000,0.3906,0.2195,0.0000,0.2222,0.3571,0.5000,1.0000
Alerts/Warnings,Action Taken,Browser Name,54.0000,0.0443,0.0259,0.0072,0.0260,0.0372,0.0593,0.1362
Alerts/Warnings,Action Taken,Browser Version,394.0000,0.1793,0.1543,0.0000,0.0850,0.1429,0.2188,1.0000
Alerts/Warnings,Action Taken,Browser Minor,606.0000,0.2534,0.1484,0.0000,0.1429,0.2353,0.3333,1.0000
Alerts/Warnings,Action Taken,Browser Patch,726.0000,0.2623,0.1484,0.0000,0.1538,0.2440,0.3571,0.8000
Alerts/Warnings,Action Taken,OS Version,132.0000,0.0862,0.0787,0.0000,0.0366,0.0660,0.0995,0.3871
Alerts/Warnings,Action Taken,OS Version Minor,84.0000,0.0696,0.0474,0.0051,0.0293,0.0650,0.0952,0.1933
Alerts/Warnings,Action Taken,OS Version Patch,66.0000,0.0696,0.0422,0.0000,0.0425,0.0663,0.0918,0.1717
Alerts/Warnings,Action Taken,Device Model,48.0000,0.0766,0.0876,0.0000,0.0295,0.0506,0.0868,0.4000
Alerts/Warnings,Action Taken,Device Type,48.0000,0.0766,0.0876,0.0000,0.0295,0.0506,0.0868,0.4000
Alerts/Warnings,Action Taken,Scale Packet Length,8534.0000,0.4916,0.2721,0.0000,0.2500,0.5000,0.6667,1.0000
Alerts/Warnings,Severity Level,Browser Name,54.0000,0.0423,0.0248,0.0077,0.0219,0.0383,0.0578,0.1194
Alerts/Warnings,Severity Level,Browser Version,394.0000,0.1824,0.1585,0.0000,0.0762,0.1491,0.2377,1.0000
Alerts/Warnings,Severity Level,Browser Minor,606.0000,0.2537,0.1534,0.0000,0.1429,0.2308,0.3474,1.0000
Alerts/Warnings,Severity Level,Browser Patch,726.0000,0.2649,0.1602,0.0000,0.1446,0.2500,0.3571,1.0000
Alerts/Warnings,Severity Level,OS Name,30.0000,0.0326,0.0151,0.0071,0.0207,0.0326,0.0407,0.0622
Alerts/Warnings,Severity Level,OS Version,132.0000,0.0906,0.0809,0.0000,0.0426,0.0713,0.1135,0.5556
Alerts/Warnings,Severity Level,OS Version Minor,84.0000,0.0700,0.0440,0.0043,0.0375,0.0656,0.0933,0.2949
Alerts/Warnings,Severity Level,OS Version Patch,66.0000,0.0704,0.0427,0.0021,0.0420,0.0643,0.0963,0.1977
Alerts/Warnings,Severity Level,Device Model,48.0000,0.0800,0.1056,0.0000,0.0272,0.0444,0.0777,0.5000
Alerts/Warnings,Severity Level,Device Type,48.0000,0.0800,0.1056,0.0000,0.0272,0.0444,0.0777,0.5000
Alerts/Warnings,Severity Level,Scale Packet Length,8534.0000,0.4881,0.2735,0.0000,0.2500,0.5000,0.6667,1.0000
Alerts/Warnings,Network Segment,Browser Name,54.0000,0.0465,0.0295,0.0069,0.0232,0.0378,0.0643,0.1459
Alerts/Warnings,Network Segment,Browser Version,394.0000,0.1772,0.1546,0.0000,0.0789,0.1481,0.2222,1.0000
Alerts/Warnings,Network Segment,Browser Minor,605.0000,0.2526,0.1473,0.0000,0.1429,0.2353,0.3333,0.8571
Alerts/Warnings,Network Segment,Browser Patch,726.0000,0.2646,0.1530,0.0000,0.1429,0.2500,0.3620,0.8889
Alerts/Warnings,Network Segment,OS Version,132.0000,0.0811,0.0742,0.0000,0.0348,0.0603,0.1091,0.5714
Alerts/Warnings,Network Segment,OS Version Minor,84.0000,0.0806,0.0508,0.0000,0.0385,0.0668,0.1187,0.1897
Alerts/Warnings,Network Segment,OS Version Patch,66.0000,0.0648,0.0422,0.0049,0.0354,0.0550,0.0928,0.1863
Alerts/Warnings,Network Segment,Device Model,48.0000,0.0922,0.1116,0.0042,0.0255,0.0492,0.0979,0.5385
Alerts/Warnings,Network Segment,Device Type,48.0000,0.0922,0.1116,0.0042,0.0255,0.0492,0.0979,0.5385
Alerts/Warnings,Network Segment,Scale Packet Length,8509.0000,0.4893,0.2691,0.0000,0.2500,0.5000,0.6667,1.0000
Alerts/Warnings,Firewall Logs,Browser Name,36.0000,0.0367,0.0216,0.0030,0.0222,0.0322,0.0501,0.0858
Alerts/Warnings,Firewall Logs,Browser Version,263.0000,0.1531,0.1392,0.0000,0.0732,0.1220,0.1930,1.0000
Alerts/Warnings,Firewall Logs,Browser Minor,404.0000,0.2027,0.1200,0.0000,0.1111,0.1852,0.2701,0.6923
Alerts/Warnings,Firewall Logs,Browser Patch,484.0000,0.2296,0.1281,0.0000,0.1356,0.2143,0.3109,0.6667
Alerts/Warnings,Firewall Logs,OS Version,88.0000,0.0665,0.0530,0.0028,0.0288,0.0523,0.0840,0.2667
Alerts/Warnings,Firewall Logs,OS Version Minor,56.0000,0.0552,0.0292,0.0089,0.0288,0.0527,0.0766,0.1322
Alerts/Warnings,Firewall Logs,OS Version Patch,44.0000,0.0587,0.0343,0.0079,0.0311,0.0534,0.0829,0.1688
Alerts/Warnings,Firewall Logs,Scale Packet Length,5733.0000,0.3902,0.2200,0.0000,0.2222,0.3333,0.5000,1.0000
Alerts/Warnings,IDS/IPS Alerts,Browser Version,263.0000,0.1452,0.1237,0.0000,0.0751,0.1190,0.1875,1.0000
Alerts/Warnings,IDS/IPS Alerts,Browser Minor,404.0000,0.2017,0.1141,0.0000,0.1176,0.1905,0.2652,0.8333
Alerts/Warnings,IDS/IPS Alerts,Browser Patch,484.0000,0.2177,0.1216,0.0000,0.1250,0.2000,0.2941,0.6923
Alerts/Warnings,IDS/IPS Alerts,OS Version,88.0000,0.0694,0.0547,0.0030,0.0341,0.0559,0.0931,0.3571
Alerts/Warnings,IDS/IPS Alerts,OS Version Minor,56.0000,0.0549,0.0317,0.0102,0.0324,0.0510,0.0762,0.1337
Alerts/Warnings,IDS/IPS Alerts,OS Version Patch,44.0000,0.0602,0.0393,0.0000,0.0272,0.0511,0.0879,0.1479
Alerts/Warnings,IDS/IPS Alerts,Scale Packet Length,5744.0000,0.3930,0.2230,0.0000,0.2222,0.3636,0.5000,1.0000
Alerts/Warnings,Log Source,Browser Version,263.0000,0.1525,0.1351,0.0000,0.0708,0.1250,0.2000,1.0000
Alerts/Warnings,Log Source,Browser Minor,404.0000,0.2124,0.1232,0.0000,0.1250,0.2000,0.2857,0.8750
Alerts/Warnings,Log Source,Browser Patch,484.0000,0.2208,0.1270,0.0000,0.1304,0.2000,0.3011,0.6667
Alerts/Warnings,Log Source,OS Version,88.0000,0.0687,0.0620,0.0036,0.0312,0.0443,0.0863,0.3333
Alerts/Warnings,Log Source,OS Version Minor,56.0000,0.0597,0.0372,0.0102,0.0312,0.0529,0.0805,0.1774
Alerts/Warnings,Log Source,OS Version Patch,44.0000,0.0521,0.0295,0.0093,0.0316,0.0403,0.0629,0.1250
Alerts/Warnings,Log Source,Device Model,32.0000,0.0669,0.0869,0.0089,0.0241,0.0344,0.0585,0.3529
Alerts/Warnings,Log Source,Device Type,32.0000,0.0669,0.0869,0.0089,0.0241,0.0344,0.0585,0.3529
Alerts/Warnings,Log Source,Scale Packet Length,5743.0000,0.3933,0.2226,0.0000,0.2222,0.3636,0.5000,1.0000
Alerts/Warnings,Browser Name,Browser Version,406.0000,0.2044,0.1498,0.0000,0.0985,0.1667,0.2857,1.0000
Alerts/Warnings,Browser Name,Browser Minor,222.0000,0.1372,0.0876,0.0000,0.0737,0.1258,0.1835,0.4359
Alerts/Warnings,Browser Name,Browser Patch,464.0000,0.2618,0.1880,0.0000,0.1250,0.2222,0.3465,1.0000
Alerts/Warnings,Browser Name,OS Name,32.0000,0.0339,0.0147,0.0083,0.0241,0.0344,0.0454,0.0581
Alerts/Warnings,Browser Name,OS Version,194.0000,0.1029,0.0782,0.0000,0.0509,0.0833,0.1332,0.5000
Alerts/Warnings,Browser Name,OS Version Minor,108.0000,0.0887,0.0729,0.0086,0.0405,0.0677,0.1192,0.4444
Alerts/Warnings,Browser Name,OS Version Patch,122.0000,0.0967,0.0747,0.0000,0.0429,0.0817,0.1307,0.3929
Alerts/Warnings,Browser Name,Device Brand,40.0000,0.0918,0.1335,0.0099,0.0246,0.0384,0.0688,0.5000
Alerts/Warnings,Browser Name,Device Model,48.0000,0.0896,0.1242,0.0072,0.0250,0.0399,0.0745,0.5000
Alerts/Warnings,Browser Name,Device Type,48.0000,0.0896,0.1242,0.0072,0.0250,0.0399,0.0745,0.5000
Alerts/Warnings,Browser Name,Packet Bin,54.0000,0.0471,0.0276,0.0060,0.0219,0.0390,0.0727,0.1183
Alerts/Warnings,Browser Name,Global Source IP,36.0000,0.2035,0.2323,0.0062,0.0302,0.0639,0.3500,0.8000
Alerts/Warnings,Browser Name,Global Destination IP,36.0000,0.2004,0.2007,0.0076,0.0289,0.0633,0.3333,0.6667
Alerts/Warnings,Browser Name,Is Proxy,36.0000,0.0385,0.0184,0.0079,0.0286,0.0331,0.0459,0.0836
Alerts/Warnings,Browser Version,Browser Minor,684.0000,0.2371,0.1732,0.0000,0.1152,0.2000,0.3333,1.0000
Alerts/Warnings,Browser Version,Browser Patch Minor,234.0000,0.1783,0.1520,0.0000,0.0766,0.1319,0.2260,1.0000
Alerts/Warnings,Browser Version,OS Name,608.0000,0.2201,0.1345,0.0000,0.1194,0.2000,0.2941,1.0000
Alerts/Warnings,Browser Version,OS Version Minor,1641.0000,0.5105,0.3361,0.0000,0.2188,0.5000,0.8000,1.0000
Alerts/Warnings,Browser Version,OS Version Patch,1327.0000,0.4668,0.3164,0.0000,0.2000,0.4167,0.6667,1.0000
Alerts/Warnings,Browser Version,OS Version Patch Minor,132.0000,0.1135,0.1153,0.0000,0.0518,0.0872,0.1433,1.0000
Alerts/Warnings,Browser Version,Device Brand,388.0000,0.1774,0.1332,0.0000,0.0909,0.1600,0.2286,1.0000
Alerts/Warnings,Browser Version,Device Model,733.0000,0.2995,0.2422,0.0000,0.1333,0.2273,0.4000,1.0000
Alerts/Warnings,Browser Version,Device Type,733.0000,0.2995,0.2422,0.0000,0.1333,0.2273,0.4000,1.0000
Alerts/Warnings,Browser Version,Packet Bin,392.0000,0.2008,0.1650,0.0000,0.0850,0.1667,0.2500,1.0000
Alerts/Warnings,Browser Version,Global Source IP,194.0000,0.3394,0.3795,0.0000,0.0659,0.1390,0.5000,1.0000
Alerts/Warnings,Browser Version,Global Destination IP,190.0000,0.3038,0.3497,0.0000,0.0620,0.1250,0.5000,1.0000
Alerts/Warnings,Browser Version,Is Proxy,263.0000,0.1475,0.1313,0.0000,0.0633,0.1204,0.1928,1.0000
Alerts/Warnings,Browser Minor,Browser Patch,452.0000,0.1513,0.0882,0.0000,0.0833,0.1364,0.2009,0.4375
